Image,IOULG,IOULD,IOUDG,threshold_DT,threshold_GC,prediction,models
1.png,0.02976701585666037,0.0,0.49267665105231906,0.3,0.1,abacus,Vgg
1.png,0.032575650808351286,0.0,0.5172213266950968,0.3,0.2,abacus,Vgg
1.png,0.027944318549692457,0.0,0.5118088209828029,0.3,0.3,abacus,Vgg
1.png,0.025699943438914026,0.0,0.4808962089175755,0.3,0.4,abacus,Vgg
1.png,0.029598017621145375,0.0,0.473977286603981,0.3,0.5,abacus,Vgg
1.png,0.01909679784893669,0.0,0.4435632299300606,0.3,0.6,abacus,Vgg
1.png,0.018743335247313593,0.0,0.38352520295372194,0.3,0.7,abacus,Vgg
1.png,0.020312,0.0,0.384,0.3,0,abacus,Vgg
1.png,0.0,0.0,0.0,0.3,8,abacus,Vgg
1.png,0.0,0.0,0.17838148627281875,0.3,0.9,abacus,Vgg
1.png,0.0,0.0,0.0,0.3,1,abacus,Vgg
1.png,0.020312,0.0,0.246,0.4,0,abacus,Vgg
1.png,0.02976701585666037,0.0,0.37172129791949193,0.4,0.1,abacus,Vgg
1.png,0.032575650808351286,0.0,0.3973141575243539,0.4,0.2,abacus,Vgg
1.png,0.027944318549692457,0.0,0.39067219783317897,0.4,0.3,abacus,Vgg
1.png,0.025699943438914026,0.0,0.3617305055134973,0.4,0.4,abacus,Vgg
1.png,0.029598017621145375,0.0,0.3636838960262922,0.4,0.5,abacus,Vgg
1.png,0.01909679784893669,0.0,0.35155817174515236,0.4,0.6,abacus,Vgg
1.png,0.018743335247313593,0.0,0.29483695652173914,0.4,0.7,abacus,Vgg
1.png,0.020312,0.0,0.246,0.4,0,abacus,Vgg
1.png,0.0,0.0,0.0,0.4,8,abacus,Vgg
1.png,0.0,0.0,0.0851063829787234,0.4,0.9,abacus,Vgg
1.png,0.0,0.0,0.0,0.4,1,abacus,Vgg
1.png,0.020312,0.0,0.152,0.5,0,abacus,Vgg
1.png,0.02976701585666037,0.0,0.24750558451228594,0.5,0.1,abacus,Vgg
1.png,0.032575650808351286,0.0,0.2851782748651918,0.5,0.2,abacus,Vgg
1.png,0.027944318549692457,0.0,0.29030826936262316,0.5,0.3,abacus,Vgg
1.png,0.025699943438914026,0.0,0.2770430654459139,0.5,0.4,abacus,Vgg
1.png,0.029598017621145375,0.0,0.2765521036570114,0.5,0.5,abacus,Vgg
1.png,0.01909679784893669,0.0,0.27949354692035955,0.5,0.6,abacus,Vgg
1.png,0.018743335247313593,0.0,0.23789963377214687,0.5,0.7,abacus,Vgg
1.png,0.020312,0.0,0.152,0.5,0,abacus,Vgg
1.png,0.0,0.0,0.0,0.5,8,abacus,Vgg
1.png,0.0,0.0,0.0,0.5,0.9,abacus,Vgg
1.png,0.0,0.0,0.0,0.5,1,abacus,Vgg
1.png,0.020312,0.0,0.1,0.6,0,abacus,Vgg
1.png,0.02976701585666037,0.0,0.1595396097770864,0.6,0.1,abacus,Vgg
1.png,0.032575650808351286,0.0,0.18658338974011857,0.6,0.2,abacus,Vgg
1.png,0.027944318549692457,0.0,0.19908509922637066,0.6,0.3,abacus,Vgg
1.png,0.025699943438914026,0.0,0.20255099152814204,0.6,0.4,abacus,Vgg
1.png,0.029598017621145375,0.0,0.21333266452648475,0.6,0.5,abacus,Vgg
1.png,0.01909679784893669,0.0,0.22799859303552586,0.6,0.6,abacus,Vgg
1.png,0.018743335247313593,0.0,0.21085092513663942,0.6,0.7,abacus,Vgg
1.png,0.020312,0.0,0.1,0.6,0,abacus,Vgg
1.png,0.0,0.0,0.0,0.6,8,abacus,Vgg
1.png,0.0,0.0,0.0,0.6,0.9,abacus,Vgg
1.png,0.0,0.0,0.0,0.6,1,abacus,Vgg
1.png,0.020312,0.0,0.04,0.7,0,abacus,Vgg
1.png,0.02976701585666037,0.0,0.0575530638421118,0.7,0.1,abacus,Vgg
1.png,0.032575650808351286,0.0,0.06680274062525642,0.7,0.2,abacus,Vgg
1.png,0.027944318549692457,0.0,0.07840340205630618,0.7,0.3,abacus,Vgg
1.png,0.025699943438914026,0.0,0.09283313823962543,0.7,0.4,abacus,Vgg
1.png,0.029598017621145375,0.0,0.10413945544057068,0.7,0.5,abacus,Vgg
1.png,0.01909679784893669,0.0,0.11371343789741416,0.7,0.6,abacus,Vgg
1.png,0.018743335247313593,0.0,0.10816409012832172,0.7,0.7,abacus,Vgg
1.png,0.020312,0.0,0.04,0.7,0,abacus,Vgg
1.png,0.0,0.0,0.0,0.7,8,abacus,Vgg
1.png,0.0,0.0,0.0,0.7,0.9,abacus,Vgg
1.png,0.0,0.0,0.0,0.7,1,abacus,Vgg
1.png,0.020312,0.020312,1.0,0,0,abacus,Vgg
1.png,0.02976701585666037,0.020312,0.48338,0,0.1,abacus,Vgg
1.png,0.032575650808351286,0.020312,0.389984,0,0.2,abacus,Vgg
1.png,0.027944318549692457,0.020312,0.29722,0,0.3,abacus,Vgg
1.png,0.025699943438914026,0.020312,0.211808,0,0.4,abacus,Vgg
1.png,0.029598017621145375,0.020312,0.159184,0,0.5,abacus,Vgg
1.png,0.01909679784893669,0.020312,0.1131,0,0.6,abacus,Vgg
1.png,0.018743335247313593,0.020312,0.079044,0,0.7,abacus,Vgg
1.png,0.020312,0.020312,1.0,0,0,abacus,Vgg
1.png,0.0,0.020312,0.0,0,8,abacus,Vgg
1.png,0.0,0.020312,0.016728,0,0.9,abacus,Vgg
1.png,0.0,0.020312,0.0,0,1,abacus,Vgg
1.png,0.020312,0.0,0.0,8,0,abacus,Vgg
1.png,0.02976701585666037,0.0,0.0,8,0.1,abacus,Vgg
1.png,0.032575650808351286,0.0,0.0,8,0.2,abacus,Vgg
1.png,0.027944318549692457,0.0,0.0,8,0.3,abacus,Vgg
1.png,0.025699943438914026,0.0,0.0,8,0.4,abacus,Vgg
1.png,0.029598017621145375,0.0,0.0,8,0.5,abacus,Vgg
1.png,0.01909679784893669,0.0,0.0,8,0.6,abacus,Vgg
1.png,0.018743335247313593,0.0,0.0,8,0.7,abacus,Vgg
1.png,0.020312,0.0,0.0,8,0,abacus,Vgg
1.png,0.0,0.0,nan,8,8,abacus,Vgg
1.png,0.0,0.0,0.0,8,0.9,abacus,Vgg
1.png,0.0,0.0,nan,8,1,abacus,Vgg
1.png,0.020312,0.0,0.0,0.9,0,abacus,Vgg
1.png,0.02976701585666037,0.0,0.0,0.9,0.1,abacus,Vgg
1.png,0.032575650808351286,0.0,0.0,0.9,0.2,abacus,Vgg
1.png,0.027944318549692457,0.0,0.0,0.9,0.3,abacus,Vgg
1.png,0.025699943438914026,0.0,0.0,0.9,0.4,abacus,Vgg
1.png,0.029598017621145375,0.0,0.0,0.9,0.5,abacus,Vgg
1.png,0.01909679784893669,0.0,0.0,0.9,0.6,abacus,Vgg
1.png,0.018743335247313593,0.0,0.0,0.9,0.7,abacus,Vgg
1.png,0.020312,0.0,0.0,0.9,0,abacus,Vgg
1.png,0.0,0.0,0.0,0.9,8,abacus,Vgg
1.png,0.0,0.0,0.0,0.9,0.9,abacus,Vgg
1.png,0.0,0.0,0.0,0.9,1,abacus,Vgg
1.png,0.020312,0.0,0.0,1,0,abacus,Vgg
1.png,0.02976701585666037,0.0,0.0,1,0.1,abacus,Vgg
1.png,0.032575650808351286,0.0,0.0,1,0.2,abacus,Vgg
1.png,0.027944318549692457,0.0,0.0,1,0.3,abacus,Vgg
1.png,0.025699943438914026,0.0,0.0,1,0.4,abacus,Vgg
1.png,0.029598017621145375,0.0,0.0,1,0.5,abacus,Vgg
1.png,0.01909679784893669,0.0,0.0,1,0.6,abacus,Vgg
1.png,0.018743335247313593,0.0,0.0,1,0.7,abacus,Vgg
1.png,0.020312,0.0,0.0,1,0,abacus,Vgg
1.png,0.0,0.0,0.0,1,8,abacus,Vgg
1.png,0.0,0.0,0.0,1,0.9,abacus,Vgg
1.png,0.0,0.0,0.0,1,1,abacus,Vgg
2.png,0.8579861111111111,0.8579861111111111,1.0,0,0,hair_slide,Vgg
2.png,0.5782255213856486,0.8579861111111111,0.6922916666666666,0,0.1,hair_slide,Vgg
2.png,0.3371462526925648,0.8579861111111111,0.3921527777777778,0,0.2,hair_slide,Vgg
2.png,0.16242927197284043,0.8579861111111111,0.2120138888888889,0,0.3,hair_slide,Vgg
2.png,0.09804374614910659,0.8579861111111111,0.13208333333333333,0,0.4,hair_slide,Vgg
2.png,0.06366423013440227,0.8579861111111111,0.08180555555555556,0,0.5,hair_slide,Vgg
2.png,0.03220920035079327,0.8579861111111111,0.04111111111111111,0,0.6,hair_slide,Vgg
2.png,0.017162194827169446,0.8579861111111111,0.018680555555555554,0,0.7,hair_slide,Vgg
2.png,0.8579861111111111,0.8579861111111111,1.0,0,0,hair_slide,Vgg
2.png,0.0,0.8579861111111111,0.0,0,8,hair_slide,Vgg
2.png,0.0003236507808075087,0.8579861111111111,0.0005555555555555556,0,0.9,hair_slide,Vgg
2.png,0.0,0.8579861111111111,0.0,0,1,hair_slide,Vgg
2.png,0.8579861111111111,0.17914247076604883,0.15,0.1,0,hair_slide,Vgg
2.png,0.5782255213856486,0.17914247076604883,0.18088678433060698,0.1,0.1,hair_slide,Vgg
2.png,0.3371462526925648,0.17914247076604883,0.21008069850509326,0.1,0.2,hair_slide,Vgg
2.png,0.16242927197284043,0.17914247076604883,0.154292343387471,0.1,0.3,hair_slide,Vgg
2.png,0.09804374614910659,0.17914247076604883,0.10562015503875968,0.1,0.4,hair_slide,Vgg
2.png,0.06366423013440227,0.17914247076604883,0.10054739268222414,0.1,0.5,hair_slide,Vgg
2.png,0.03220920035079327,0.17914247076604883,0.07578309195015157,0.1,0.6,hair_slide,Vgg
2.png,0.017162194827169446,0.17914247076604883,0.058692421991084695,0.1,0.7,hair_slide,Vgg
2.png,0.8579861111111111,0.17914247076604883,0.15,0.1,0,hair_slide,Vgg
2.png,0.0,0.17914247076604883,0.0,0.1,8,hair_slide,Vgg
2.png,0.0003236507808075087,0.17914247076604883,0.0,0.1,0.9,hair_slide,Vgg
2.png,0.0,0.17914247076604883,0.0,0.1,1,hair_slide,Vgg
2.png,0.8579861111111111,0.052054794520547946,0.041666666666666664,0.2,0,hair_slide,Vgg
2.png,0.5782255213856486,0.052054794520547946,0.055667724257282954,0.2,0.1,hair_slide,Vgg
2.png,0.3371462526925648,0.052054794520547946,0.07191448007774538,0.2,0.2,hair_slide,Vgg
2.png,0.16242927197284043,0.052054794520547946,0.07025246981339188,0.2,0.3,hair_slide,Vgg
2.png,0.09804374614910659,0.052054794520547946,0.07534516765285997,0.2,0.4,hair_slide,Vgg
2.png,0.06366423013440227,0.052054794520547946,0.08301474604041507,0.2,0.5,hair_slide,Vgg
2.png,0.03220920035079327,0.052054794520547946,0.0815686274509804,0.2,0.6,hair_slide,Vgg
2.png,0.017162194827169446,0.052054794520547946,0.07916666666666666,0.2,0.7,hair_slide,Vgg
2.png,0.8579861111111111,0.052054794520547946,0.041666666666666664,0.2,0,hair_slide,Vgg
2.png,0.0,0.052054794520547946,0.0,0.2,8,hair_slide,Vgg
2.png,0.0003236507808075087,0.052054794520547946,0.0,0.2,0.9,hair_slide,Vgg
2.png,0.0,0.052054794520547946,0.0,0.2,1,hair_slide,Vgg
2.png,0.8579861111111111,0.016328510225527445,0.008333333333333333,0.3,0,hair_slide,Vgg
2.png,0.5782255213856486,0.016328510225527445,0.011399682791435368,0.3,0.1,hair_slide,Vgg
2.png,0.3371462526925648,0.016328510225527445,0.014807162534435262,0.3,0.2,hair_slide,Vgg
2.png,0.16242927197284043,0.016328510225527445,0.016094088517486844,0.3,0.3,hair_slide,Vgg
2.png,0.09804374614910659,0.016328510225527445,0.02235965746907707,0.3,0.4,hair_slide,Vgg
2.png,0.06366423013440227,0.016328510225527445,0.027496382054992764,0.3,0.5,hair_slide,Vgg
2.png,0.03220920035079327,0.016328510225527445,0.03225806451612903,0.3,0.6,hair_slide,Vgg
2.png,0.017162194827169446,0.016328510225527445,0.03917525773195876,0.3,0.7,hair_slide,Vgg
2.png,0.8579861111111111,0.016328510225527445,0.008333333333333333,0.3,0,hair_slide,Vgg
2.png,0.0,0.016328510225527445,0.0,0.3,8,hair_slide,Vgg
2.png,0.0003236507808075087,0.016328510225527445,0.0,0.3,0.9,hair_slide,Vgg
2.png,0.0,0.016328510225527445,0.0,0.3,1,hair_slide,Vgg
2.png,0.8579861111111111,0.005501618122977346,0.0,0.4,0,hair_slide,Vgg
2.png,0.5782255213856486,0.005501618122977346,0.0,0.4,0.1,hair_slide,Vgg
2.png,0.3371462526925648,0.005501618122977346,0.0,0.4,0.2,hair_slide,Vgg
2.png,0.16242927197284043,0.005501618122977346,0.0,0.4,0.3,hair_slide,Vgg
2.png,0.09804374614910659,0.005501618122977346,0.0,0.4,0.4,hair_slide,Vgg
2.png,0.06366423013440227,0.005501618122977346,0.0,0.4,0.5,hair_slide,Vgg
2.png,0.03220920035079327,0.005501618122977346,0.0,0.4,0.6,hair_slide,Vgg
2.png,0.017162194827169446,0.005501618122977346,0.0,0.4,0.7,hair_slide,Vgg
2.png,0.8579861111111111,0.005501618122977346,0.0,0.4,0,hair_slide,Vgg
2.png,0.0,0.005501618122977346,0.0,0.4,8,hair_slide,Vgg
2.png,0.0003236507808075087,0.005501618122977346,0.0,0.4,0.9,hair_slide,Vgg
2.png,0.0,0.005501618122977346,0.0,0.4,1,hair_slide,Vgg
2.png,0.8579861111111111,0.0023466580352807897,0.0,0.5,0,hair_slide,Vgg
2.png,0.5782255213856486,0.0023466580352807897,0.0,0.5,0.1,hair_slide,Vgg
2.png,0.3371462526925648,0.0023466580352807897,0.0,0.5,0.2,hair_slide,Vgg
2.png,0.16242927197284043,0.0023466580352807897,0.0,0.5,0.3,hair_slide,Vgg
2.png,0.09804374614910659,0.0023466580352807897,0.0,0.5,0.4,hair_slide,Vgg
2.png,0.06366423013440227,0.0023466580352807897,0.0,0.5,0.5,hair_slide,Vgg
2.png,0.03220920035079327,0.0023466580352807897,0.0,0.5,0.6,hair_slide,Vgg
2.png,0.017162194827169446,0.0023466580352807897,0.0,0.5,0.7,hair_slide,Vgg
2.png,0.8579861111111111,0.0023466580352807897,0.0,0.5,0,hair_slide,Vgg
2.png,0.0,0.0023466580352807897,0.0,0.5,8,hair_slide,Vgg
2.png,0.0003236507808075087,0.0023466580352807897,0.0,0.5,0.9,hair_slide,Vgg
